x,AM0,AM0C,AM15,AM15C,
1120,5.69E-01,1131.792368,1.36E-01,747.7727316,\\
1121,5.72E-01,1132.364368,1.78E-01,747.9507316,\\
1122,5.75E-01,1132.939368,7.82E-02,748.0289316,\\
1123,5.74E-01,1133.513368,1.23E-01,748.1519316,\\
1124,5.73E-01,1134.086368,1.04E-01,748.2559316,\\
1125,5.70E-01,1134.656368,1.38E-01,748.3939316,\\
1126,5.53E-01,1135.209368,4.94E-02,748.4433316,\\
1127,5.62E-01,1135.771368,1.50E-01,748.5933316,\\
1128,5.68E-01,1136.339368,9.49E-02,748.6882316,\\
1129,5.68E-01,1136.907368,1.01E-01,748.7892316,\\
1130,5.64E-01,1137.471368,6.76E-02,748.8568316,\\
1131,5.68E-01,1138.039368,2.82E-01,749.1388316,\\
1132,5.70E-01,1138.609368,2.24E-01,749.3628316,\\
1133,5.62E-01,1139.171368,1.47E-01,749.5098316,\\
1134,5.63E-01,1139.734368,4.00E-02,749.5498316,\\
1135,5.63E-01,1140.297368,1.48E-02,749.5646316,\\
1136,5.65E-01,1140.862368,1.23E-01,749.6876316,\\
1137,5.52E-01,1141.414368,2.75E-01,749.9626316,\\
1138,5.44E-01,1141.958368,1.94E-01,750.1566316,\\
1139,5.53E-01,1142.511368,2.85E-01,750.4416316,\\
1140,5.56E-01,1143.067368,2.44E-01,750.6856316,\\
1141,5.43E-01,1143.610368,1.85E-01,750.8706316,\\
1142,5.55E-01,1144.165368,2.15E-01,751.0856316,\\
1143,5.50E-01,1144.715368,2.98E-01,751.3836316,\\
1144,5.45E-01,1145.260368,1.08E-01,751.4916316,\\
1145,5.50E-01,1145.810368,1.40E-01,751.6316316,\\
1146,5.54E-01,1146.364368,1.51E-01,751.7826316,\\
1147,5.54E-01,1146.918368,5.67E-02,751.8393316,\\
1148,5.50E-01,1147.468368,2.59E-01,752.0983316,\\
1149,5.48E-01,1148.016368,2.09E-01,752.3073316,\\
1150,5.46E-01,1148.562368,1.16E-01,752.4233316,\\
1151,5.45E-01,1149.107368,1.95E-01,752.6183316,\\
1152,5.42E-01,1149.649368,2.37E-01,752.8553316,\\
1153,5.43E-01,1150.192368,2.28E-01,753.0833316,\\
1154,5.47E-01,1150.739368,1.36E-01,753.2193316,\\
1155,5.47E-01,1151.286368,2.99E-01,753.5183316,\\
1156,5.40E-01,1151.826368,2.68E-01,753.7863316,\\
1157,5.44E-01,1152.370368,3.00E-01,754.0863316,\\
1158,5.43E-01,1152.913368,2.98E-01,754.3843316,\\
1159,5.35E-01,1153.448368,3.22E-01,754.7063316,\\
1160,5.29E-01,1153.977368,2.74E-01,754.9803316,\\
1161,5.19E-01,1154.496368,3.32E-01,755.3123316,\\
1162,5.33E-01,1155.029368,3.34E-01,755.6463316,\\
1163,5.37E-01,1155.566368,4.46E-01,756.0923316,\\
1164,5.27E-01,1156.093368,3.83E-01,756.4753316,\\
1165,5.35E-01,1156.628368,3.71E-01,756.8463316,\\
1166,5.22E-01,1157.150368,3.58E-01,757.2043316,\\
1167,5.30E-01,1157.680368,3.91E-01,757.5953316,\\
1168,5.34E-01,1158.214368,4.00E-01,757.9953316,\\
1169,5.16E-01,1158.730368,4.03E-01,758.3983316,\\
1170,5.29E-01,1159.259368,4.37E-01,758.8353316,\\
1171,5.31E-01,1159.790368,4.28E-01,759.2633316,\\
1172,5.31E-01,1160.321368,4.34E-01,759.6973316,\\
1173,5.27E-01,1160.848368,4.35E-01,760.1323316,\\
1174,5.28E-01,1161.376368,3.22E-01,760.4543316,\\
1175,5.19E-01,1161.895368,4.31E-01,760.8853316,\\
1176,5.10E-01,1162.405368,4.54E-01,761.3393316,\\
1177,5.23E-01,1162.928368,4.50E-01,761.7893316,\\
1178,5.17E-01,1163.445368,3.44E-01,762.1333316,\\
1179,5.15E-01,1163.960368,4.61E-01,762.5943316,\\
1180,5.22E-01,1164.482368,4.21E-01,763.0153316,\\
1181,5.18E-01,1165.000368,4.34E-01,763.4493316,\\
1182,5.17E-01,1165.517368,3.09E-01,763.7583316,\\
1183,4.88E-01,1166.005368,4.19E-01,764.1773316,\\
1184,5.11E-01,1166.516368,4.01E-01,764.5783316,\\
1185,5.16E-01,1167.032368,3.89E-01,764.9673316,\\
1186,5.15E-01,1167.547368,4.55E-01,765.4223316,\\
1187,5.15E-01,1168.062368,4.35E-01,765.8573316,\\
1188,5.10E-01,1168.572368,3.20E-01,766.1773316,\\
1189,4.84E-01,1169.056368,3.97E-01,766.5743316,\\
1190,5.06E-01,1169.562368,4.41E-01,767.0153316,\\
1191,5.14E-01,1170.076368,4.26E-01,767.4413316,\\
1192,5.12E-01,1170.588368,4.52E-01,767.8933316,\\
1193,5.11E-01,1171.099368,4.34E-01,768.3273316,\\
1194,5.11E-01,1171.610368,4.48E-01,768.7753316,\\
1195,5.06E-01,1172.116368,4.27E-01,769.2023316,\\
1196,5.06E-01,1172.622368,4.12E-01,769.6143316,\\
1197,5.03E-01,1173.125368,4.55E-01,770.0693316,\\
1198,4.92E-01,1173.617368,4.14E-01,770.4833316,\\
1199,4.74E-01,1174.091368,3.49E-01,770.8323316,\\
1200,5.00E-01,1174.591368,4.28E-01,771.2603316,\\
1201,5.06E-01,1175.097368,4.17E-01,771.6773316,\\
1202,5.07E-01,1175.604368,4.17E-01,772.0943316,\\
1203,4.88E-01,1176.092368,4.14E-01,772.5083316,\\
1204,4.87E-01,1176.579368,3.46E-01,772.8543316,\\
1205,5.02E-01,1177.081368,4.17E-01,773.2713316,\\
1206,4.99E-01,1177.580368,4.59E-01,773.7303316,\\
1207,5.01E-01,1178.081368,4.10E-01,774.1403316,\\
1208,4.90E-01,1178.571368,4.14E-01,774.5543316,\\
1209,4.66E-01,1179.037368,3.95E-01,774.9493316,\\
1210,4.92E-01,1179.529368,4.33E-01,775.3823316,\\
1211,4.79E-01,1180.008368,4.03E-01,775.7853316,\\
1212,4.91E-01,1180.499368,4.06E-01,776.1913316,\\
1213,4.92E-01,1180.991368,4.48E-01,776.6393316,\\
1214,4.89E-01,1181.480368,4.14E-01,777.0533316,\\
1215,4.90E-01,1181.970368,4.09E-01,777.4623316,\\
1216,4.89E-01,1182.459368,4.45E-01,777.9073316,\\
1217,4.88E-01,1182.947368,4.35E-01,778.3423316,\\
1218,4.86E-01,1183.433368,4.38E-01,778.7803316,\\
1219,4.82E-01,1183.915368,4.26E-01,779.2063316,\\
1220,4.84E-01,1184.399368,4.37E-01,779.6433316,\\
1221,4.83E-01,1184.882368,4.44E-01,780.0873316,\\
1222,4.81E-01,1185.363368,4.31E-01,780.5183316,\\
1223,4.76E-01,1185.839368,4.24E-01,780.9423316,\\
1224,4.82E-01,1186.321368,4.28E-01,781.3703316,\\
1225,4.79E-01,1186.800368,4.41E-01,781.8113316,\\
1226,4.80E-01,1187.280368,4.47E-01,782.2583316,\\
1227,4.68E-01,1187.748368,4.14E-01,782.6723316,\\
1228,4.74E-01,1188.222368,4.45E-01,783.1173316,\\
1229,4.77E-01,1188.699368,4.46E-01,783.5633316,\\
1230,4.75E-01,1189.174368,4.39E-01,784.0023316,\\
1231,4.74E-01,1189.648368,4.51E-01,784.4533316,\\
1232,4.69E-01,1190.117368,4.45E-01,784.8983316,\\
1233,4.71E-01,1190.588368,4.34E-01,785.3323316,\\
1234,4.69E-01,1191.057368,4.49E-01,785.7813316,\\
1235,4.66E-01,1191.523368,4.44E-01,786.2253316,\\
1236,4.69E-01,1191.992368,4.48E-01,786.6733316,\\
1237,4.68E-01,1192.460368,4.43E-01,787.1163316,\\
1238,4.67E-01,1192.927368,4.47E-01,787.5633316,\\
1239,4.62E-01,1193.389368,4.42E-01,788.0053316,\\
1240,4.60E-01,1193.849368,4.40E-01,788.4453316,\\
1241,4.64E-01,1194.313368,4.41E-01,788.8863316,\\
1242,4.62E-01,1194.775368,4.42E-01,789.3283316,\\
1243,4.57E-01,1195.232368,4.37E-01,789.7653316,\\
1244,4.55E-01,1195.687368,4.35E-01,790.2003316,\\
1245,4.56E-01,1196.143368,4.36E-01,790.6363316,\\
1246,4.59E-01,1196.602368,4.39E-01,791.0753316,\\
1247,4.58E-01,1197.060368,4.37E-01,791.5123316,\\
1248,4.61E-01,1197.521368,4.38E-01,791.9503316,\\
1249,4.60E-01,1197.981368,4.39E-01,792.3893316,\\
1250,4.59E-01,1198.440368,4.37E-01,792.8263316,\\
1251,4.56E-01,1198.896368,4.33E-01,793.2593316,\\
1252,4.52E-01,1199.348368,4.31E-01,793.6903316,\\
1253,4.54E-01,1199.802368,4.28E-01,794.1183316,\\
1254,4.54E-01,1200.256368,4.24E-01,794.5423316,\\
1255,4.53E-01,1200.709368,4.31E-01,794.9733316,\\
1256,4.52E-01,1201.161368,4.21E-01,795.3943316,\\
1257,4.49E-01,1201.610368,4.16E-01,795.8103316,\\
1258,4.51E-01,1202.061368,4.25E-01,796.2353316,\\
1259,4.48E-01,1202.509368,4.09E-01,796.6443316,\\
1260,4.50E-01,1202.959368,4.12E-01,797.0563316,\\
1261,4.49E-01,1203.408368,3.94E-01,797.4503316,\\
1262,4.43E-01,1203.851368,3.79E-01,797.8293316,\\
1263,4.48E-01,1204.299368,3.83E-01,798.2123316,\\
1264,4.42E-01,1204.741368,3.56E-01,798.5683316,\\
1265,4.43E-01,1205.184368,3.79E-01,798.9473316,\\
1266,4.46E-01,1205.630368,3.69E-01,799.3163316,\\
1267,4.39E-01,1206.069368,3.72E-01,799.6883316,\\
1268,4.36E-01,1206.505368,3.55E-01,800.0433316,\\
1269,4.40E-01,1206.945368,2.37E-01,800.2803316,\\
1270,4.42E-01,1207.387368,3.71E-01,800.6513316,\\
1271,4.43E-01,1207.830368,3.91E-01,801.0423316,\\
1272,4.41E-01,1208.271368,3.91E-01,801.4333316,\\
1273,4.41E-01,1208.712368,3.89E-01,801.8223316,\\
1274,4.38E-01,1209.150368,3.89E-01,802.2113316,\\
1275,4.41E-01,1209.591368,3.95E-01,802.6063316,\\
1276,4.42E-01,1210.033368,3.99E-01,803.0053316,\\
1277,4.42E-01,1210.475368,4.02E-01,803.4073316,\\
1278,4.41E-01,1210.916368,4.09E-01,803.8163316,\\
1279,4.38E-01,1211.354368,4.06E-01,804.2223316,\\
1280,4.35E-01,1211.789368,4.04E-01,804.6263316,\\
1281,4.23E-01,1212.212368,3.96E-01,805.0223316,\\
1282,3.76E-01,1212.588368,3.57E-01,805.3793316,\\
1283,4.12E-01,1213.000368,3.90E-01,805.7693316,\\
1284,4.27E-01,1213.427368,4.03E-01,806.1723316,\\
1285,4.29E-01,1213.856368,4.06E-01,806.5783316,\\
1286,4.29E-01,1214.285368,4.09E-01,806.9873316,\\
1287,4.30E-01,1214.715368,4.04E-01,807.3913316,\\
1288,4.27E-01,1215.142368,4.02E-01,807.7933316,\\
1289,4.28E-01,1215.570368,3.92E-01,808.1853316,\\
1290,4.19E-01,1215.989368,3.95E-01,808.5803316,\\
1291,4.22E-01,1216.411368,4.00E-01,808.9803316,\\
1292,4.23E-01,1216.834368,3.79E-01,809.3593316,\\
1293,4.23E-01,1217.257368,3.95E-01,809.7543316,\\
1294,4.16E-01,1217.673368,3.87E-01,810.1413316,\\
1295,4.19E-01,1218.092368,3.88E-01,810.5293316,\\
1296,4.20E-01,1218.512368,3.73E-01,810.9023316,\\
1297,4.17E-01,1218.929368,3.56E-01,811.2583316,\\
1298,4.13E-01,1219.342368,3.75E-01,811.6333316,\\
1299,4.17E-01,1219.759368,3.91E-01,812.0243316,\\
1300,4.15E-01,1220.174368,3.39E-01,812.3633316,\\
1301,4.14E-01,1220.588368,3.47E-01,812.7103316,\\
1302,4.10E-01,1220.998368,3.75E-01,813.0853316,\\
1303,4.08E-01,1221.406368,3.32E-01,813.4173316,\\
1304,4.06E-01,1221.812368,2.88E-01,813.7053316,\\
1305,4.10E-01,1222.222368,3.68E-01,814.0733316,\\
1306,4.10E-01,1222.632368,3.69E-01,814.4423316,\\
1307,4.10E-01,1223.042368,2.94E-01,814.7363316,\\
1308,4.09E-01,1223.451368,3.33E-01,815.0693316,\\
1309,4.09E-01,1223.860368,3.68E-01,815.4373316,\\
1310,4.07E-01,1224.267368,2.89E-01,815.7263316,\\
1311,4.06E-01,1224.673368,3.20E-01,816.0463316,\\
1312,4.03E-01,1225.076368,3.20E-01,816.3663316,\\
1313,3.91E-01,1225.467368,3.01E-01,816.6673316,\\
1314,4.03E-01,1225.870368,2.77E-01,816.9443316,\\
1315,3.92E-01,1226.262368,2.74E-01,817.2183316,\\
1316,3.94E-01,1226.656368,3.11E-01,817.5293316,\\
1317,4.01E-01,1227.057368,3.00E-01,817.8293316,\\
1318,3.95E-01,1227.452368,3.20E-01,818.1493316,\\
1319,4.01E-01,1227.853368,2.58E-01,818.4073316,\\
1320,3.99E-01,1228.252368,2.49E-01,818.6563316,\\
1321,3.95E-01,1228.647368,2.87E-01,818.9433316,\\
1322,3.95E-01,1229.042368,2.90E-01,819.2333316,\\
1323,3.95E-01,1229.437368,2.24E-01,819.4573316,\\
1324,3.95E-01,1229.832368,2.52E-01,819.7093316,\\
1325,3.94E-01,1230.226368,3.09E-01,820.0183316,\\
1326,3.92E-01,1230.618368,2.70E-01,820.2883316,\\
1327,3.89E-01,1231.007368,2.56E-01,820.5443316,\\
1328,3.91E-01,1231.398368,2.26E-01,820.7703316,\\
1329,3.80E-01,1231.778368,1.71E-01,820.9413316,\\
1330,3.85E-01,1232.163368,2.21E-01,821.1623316,\\
1331,3.88E-01,1232.551368,1.40E-01,821.3023316,\\
1332,3.79E-01,1232.930368,1.40E-01,821.4423316,\\
1333,3.87E-01,1233.317368,1.95E-01,821.6373316,\\
1334,3.87E-01,1233.704368,1.63E-01,821.8003316,\\
1335,3.86E-01,1234.090368,2.22E-01,822.0223316,\\
1336,3.82E-01,1234.472368,1.77E-01,822.1993316,\\
1337,3.83E-01,1234.855368,1.59E-01,822.3583316,\\
1338,3.81E-01,1235.236368,1.72E-01,822.5303316,\\
1339,3.76E-01,1235.612368,1.70E-01,822.7003316,\\
1340,3.74E-01,1235.986368,1.62E-01,822.8623316,\\
1341,3.82E-01,1236.368368,1.64E-01,823.0263316,\\
1342,3.80E-01,1236.748368,1.71E-01,823.1973316,\\
1343,3.80E-01,1237.128368,1.23E-01,823.3203316,\\
1344,3.80E-01,1237.508368,7.30E-02,823.3933316,\\
1345,3.80E-01,1237.888368,1.05E-01,823.4983316,\\
1346,3.76E-01,1238.264368,5.62E-02,823.5545316,\\
1347,3.78E-01,1238.642368,5.81E-02,823.6126316,\\
1348,3.77E-01,1239.019368,4.59E-03,823.6172216,\\
1349,3.76E-01,1239.395368,1.56E-02,823.6328216,\\
1350,3.71E-01,1239.766368,1.55E-02,823.6483216,\\
1351,3.72E-01,1240.138368,4.48E-03,823.6528016,\\
1352,3.75E-01,1240.513368,1.47E-03,823.6542716,\\
1353,3.74E-01,1240.887368,9.29E-05,823.6543645,\\
1354,3.73E-01,1241.260368,2.81E-04,823.6546455,\\
1355,3.68E-01,1241.628368,3.48E-06,823.654649,\\
1356,3.69E-01,1241.997368,4.65E-05,823.6546955,\\
1357,3.64E-01,1242.361368,6.94E-05,823.6547649,\\
1358,3.70E-01,1242.731368,4.06E-06,823.654769,\\
1359,3.69E-01,1243.100368,7.10E-07,823.6547697,\\
1360,3.65E-01,1243.465368,2.07E-06,823.6547718,\\
1361,3.70E-01,1243.835368,4.66E-09,823.6547718,\\
1362,3.69E-01,1244.204368,1.75E-11,823.6547718,\\
1363,3.62E-01,1244.566368,3.05E-06,823.6547748,\\
1364,3.67E-01,1244.933368,1.32E-06,823.6547761,\\
1365,3.66E-01,1245.299368,8.78E-12,823.6547761,\\
1366,3.66E-01,1245.665368,1.24E-05,823.6547885,\\
1367,3.62E-01,1246.027368,4.82E-06,823.6547934,\\
1368,3.66E-01,1246.393368,1.43E-13,823.6547934,\\
1369,3.59E-01,1246.752368,5.00E-07,823.6547939,\\
1370,3.59E-01,1247.111368,2.83E-07,823.6547941,\\
1371,3.59E-01,1247.470368,1.91E-08,823.6547942,\\
1372,3.63E-01,1247.833368,2.66E-06,823.6547968,\\
1373,3.63E-01,1248.196368,4.30E-05,823.6548398,\\
1374,3.63E-01,1248.559368,1.74E-04,823.6550138,\\
1375,3.57E-01,1248.916368,3.13E-04,823.6553268,\\
1376,3.54E-01,1249.270368,2.49E-04,823.6555758,\\
1377,3.58E-01,1249.628368,1.19E-04,823.6556948,\\
1378,3.57E-01,1249.985368,1.07E-03,823.6567648,\\
1379,3.60E-01,1250.345368,5.05E-05,823.6568153,\\
1380,3.57E-01,1250.702368,7.90E-05,823.6568943,\\
1381,3.58E-01,1251.060368,2.30E-06,823.6568966,\\
1382,3.53E-01,1251.413368,2.49E-06,823.6568991,\\
1383,3.54E-01,1251.767368,4.27E-08,823.6568992,\\
1384,3.56E-01,1252.123368,5.98E-07,823.6568998,\\
1385,3.52E-01,1252.475368,2.03E-06,823.6569018,\\
1386,3.55E-01,1252.830368,2.44E-06,823.6569042,\\
1387,3.51E-01,1253.181368,1.93E-04,823.6570972,\\
1388,3.53E-01,1253.534368,3.90E-06,823.6571011,\\
1389,3.54E-01,1253.888368,5.63E-04,823.6576641,\\
1390,3.47E-01,1254.235368,4.78E-04,823.6581421,\\
1391,3.52E-01,1254.587368,3.33E-04,823.6584751,\\
1392,3.52E-01,1254.939368,2.31E-05,823.6584982,\\
1393,3.50E-01,1255.289368,1.12E-04,823.6586102,\\
1394,3.48E-01,1255.637368,7.33E-05,823.6586835,\\
1395,3.48E-01,1255.985368,6.51E-07,823.6586842,\\
1396,3.49E-01,1256.334368,6.13E-09,823.6586842,\\
1397,3.49E-01,1256.683368,4.76E-05,823.6587318,\\
1398,3.50E-01,1257.033368,1.23E-03,823.6599618,\\
1399,3.49E-01,1257.382368,7.88E-04,823.6607498,\\
1400,3.39E-01,1257.721368,3.15E-09,823.6607498,\\
1401,3.39E-01,1258.060368,1.02E-08,823.6607498,\\
1402,3.44E-01,1258.404368,1.78E-03,823.6625298,\\
1403,3.40E-01,1258.744368,2.31E-03,823.6648398,\\
1404,3.41E-01,1259.085368,7.18E-04,823.6655578,\\
1405,3.40E-01,1259.425368,3.54E-07,823.6655581,\\
1406,3.42E-01,1259.767368,1.99E-03,823.6675481,\\
1407,3.41E-01,1260.108368,1.70E-04,823.6677181,\\
1408,3.40E-01,1260.448368,1.60E-03,823.6693181,\\
1409,3.41E-01,1260.789368,6.02E-04,823.6699201,\\
1410,3.40E-01,1261.129368,4.53E-04,823.6703731,\\
1411,3.38E-01,1261.467368,2.05E-03,823.6724231,\\
1412,3.29E-01,1261.796368,2.57E-03,823.6749931,\\
1413,3.33E-01,1262.129368,2.27E-02,823.6976931,\\
1414,3.37E-01,1262.466368,3.54E-04,823.6980471,\\
1415,3.37E-01,1262.803368,1.79E-04,823.6982261,\\
1416,3.35E-01,1263.138368,3.46E-02,823.7328261,\\
1417,3.37E-01,1263.475368,1.14E-02,823.7442261,\\
1418,3.38E-01,1263.813368,1.32E-02,823.7574261,\\
1419,3.34E-01,1264.147368,2.09E-03,823.7595161,\\
1420,3.33E-01,1264.480368,8.04E-03,823.7675561,\\
1421,3.36E-01,1264.816368,8.91E-03,823.7764661,\\
1422,3.29E-01,1265.145368,4.50E-02,823.8214661,\\
1423,3.29E-01,1265.474368,8.97E-03,823.8304361,\\
1424,3.28E-01,1265.802368,1.65E-02,823.8469361,\\
1425,3.33E-01,1266.135368,2.51E-02,823.8720361,\\
1426,3.23E-01,1266.458368,2.70E-02,823.8990361,\\
1427,3.27E-01,1266.785368,4.82E-02,823.9472361,\\
1428,3.30E-01,1267.115368,4.44E-03,823.9516761,\\
1429,3.23E-01,1267.438368,3.70E-02,823.9886761,\\
1430,3.23E-01,1267.761368,5.99E-02,824.0485761,\\
1431,3.24E-01,1268.085368,4.88E-02,824.0973761,\\
1432,3.31E-01,1268.416368,2.45E-03,824.0998261,\\
1433,3.31E-01,1268.747368,3.49E-02,824.1347261,\\
1434,3.25E-01,1269.072368,2.04E-02,824.1551261,\\
1435,3.27E-01,1269.399368,2.08E-02,824.1759261,\\
1436,3.27E-01,1269.726368,3.73E-02,824.2132261,\\
1437,3.28E-01,1270.054368,2.91E-02,824.2423261,\\
1438,3.26E-01,1270.380368,1.29E-02,824.2552261,\\
1439,3.29E-01,1270.709368,4.97E-02,824.3049261,\\
1440,3.13E-01,1271.022368,3.85E-02,824.3434261,\\
1441,3.17E-01,1271.339368,3.10E-02,824.3744261,\\
1442,3.16E-01,1271.655368,3.54E-02,824.4098261,\\
1443,3.18E-01,1271.973368,4.39E-02,824.4537261,\\
1444,3.19E-01,1272.292368,6.01E-02,824.5138261,\\
1445,3.19E-01,1272.611368,4.84E-02,824.5622261,\\
1446,3.21E-01,1272.932368,2.25E-02,824.5847261,\\
1447,3.18E-01,1273.250368,3.53E-02,824.6200261,\\
1448,3.21E-01,1273.571368,1.13E-01,824.7330261,\\
1449,3.20E-01,1273.891368,9.94E-02,824.8324261,\\
1450,3.18E-01,1274.209368,2.67E-02,824.8591261,\\
1451,3.14E-01,1274.523368,1.10E-02,824.8701261,\\
1452,3.14E-01,1274.837368,6.07E-02,824.9308261,\\
1453,3.15E-01,1275.152368,7.98E-02,825.0106261,\\
1454,3.13E-01,1275.465368,1.34E-01,825.1446261,\\
1455,3.12E-01,1275.777368,6.44E-02,825.2090261,\\
1456,3.10E-01,1276.087368,8.62E-02,825.2952261,\\
1457,3.12E-01,1276.399368,1.14E-01,825.4092261,\\
1458,3.16E-01,1276.715368,1.33E-01,825.5422261,\\
1459,3.17E-01,1277.032368,1.59E-01,825.7012261,\\
1460,3.14E-01,1277.346368,8.32E-02,825.7844261,\\
1461,3.13E-01,1277.659368,8.79E-02,825.8723261,\\
1462,3.10E-01,1277.969368,1.27E-01,825.9993261,\\
1463,3.08E-01,1278.277368,4.21E-02,826.0414261,\\
1464,3.08E-01,1278.585368,1.48E-01,826.1894261,\\
1465,3.12E-01,1278.897368,9.09E-02,826.2803261,\\
1466,3.07E-01,1279.204368,6.35E-02,826.3438261,\\
1467,3.13E-01,1279.517368,3.51E-02,826.3789261,\\
1468,3.08E-01,1279.825368,7.49E-02,826.4538261,\\
1469,3.12E-01,1280.137368,9.23E-02,826.5461261,\\
1470,3.10E-01,1280.447368,4.84E-02,826.5945261,\\
1471,3.04E-01,1280.751368,1.74E-02,826.6119261,\\
1472,3.06E-01,1281.057368,4.56E-02,826.6575261,\\
1473,3.06E-01,1281.363368,6.84E-02,826.7259261,\\
1474,2.97E-01,1281.660368,9.48E-02,826.8207261,\\
1475,3.03E-01,1281.963368,1.80E-01,827.0007261,\\
1476,3.04E-01,1282.267368,6.70E-02,827.0677261,\\
1477,3.03E-01,1282.570368,6.79E-02,827.1356261,\\
1478,3.02E-01,1282.872368,6.18E-02,827.1974261,\\
1479,3.05E-01,1283.177368,1.17E-01,827.3144261,\\
1480,3.06E-01,1283.483368,5.91E-02,827.3735261,\\
1481,3.02E-01,1283.785368,1.12E-01,827.4855261,\\
1482,3.05E-01,1284.090368,5.70E-02,827.5425261,\\
1483,2.98E-01,1284.388368,1.45E-01,827.6875261,\\
1484,3.02E-01,1284.690368,1.34E-01,827.8215261,\\
1485,3.06E-01,1284.996368,1.22E-01,827.9435261,\\
1486,3.02E-01,1285.298368,1.20E-01,828.0635261,\\
1487,3.00E-01,1285.598368,5.90E-02,828.1225261,\\
1488,2.65E-01,1285.863368,9.17E-02,828.2142261,\\
1489,2.99E-01,1286.162368,1.84E-01,828.3982261,\\
1490,3.01E-01,1286.463368,1.70E-01,828.5682261,\\
1491,3.02E-01,1286.765368,1.92E-01,828.7602261,\\
1492,2.98E-01,1287.063368,1.60E-01,828.9202261,\\
1493,3.02E-01,1287.365368,1.77E-01,829.0972261,\\
1494,3.02E-01,1287.667368,1.98E-01,829.2952261,\\
1495,3.01E-01,1287.968368,1.77E-01,829.4722261,\\
1496,2.91E-01,1288.259368,1.64E-01,829.6362261,\\
1497,2.97E-01,1288.556368,2.22E-01,829.8582261,\\
1498,2.99E-01,1288.855368,1.84E-01,830.0422261,\\
1499,2.95E-01,1289.150368,2.11E-01,830.2532261,\\
1500,3.01E-01,1289.451368,2.43E-01,830.4962261,\\
1501,3.00E-01,1289.751368,2.58E-01,830.7542261,\\
1502,2.97E-01,1290.048368,2.27E-01,830.9812261,\\
1503,2.69E-01,1290.317368,1.80E-01,831.1612261,\\
1504,2.83E-01,1290.600368,1.56E-01,831.3172261,\\
1505,2.71E-01,1290.871368,1.79E-01,831.4962261,\\
1506,2.84E-01,1291.155368,2.50E-01,831.7462261,\\
1507,2.94E-01,1291.449368,2.48E-01,831.9942261,\\
1508,2.90E-01,1291.739368,2.36E-01,832.2302261,\\
1509,2.88E-01,1292.027368,1.82E-01,832.4122261,\\
1510,2.94E-01,1292.321368,2.63E-01,832.6752261,\\
1511,2.94E-01,1292.615368,2.57E-01,832.9322261,\\
1512,2.88E-01,1292.903368,2.53E-01,833.1852261,\\
1513,2.87E-01,1293.190368,2.35E-01,833.4202261,\\
1514,2.85E-01,1293.475368,2.19E-01,833.6392261,\\
1515,2.88E-01,1293.763368,2.58E-01,833.8972261,\\
1516,2.87E-01,1294.050368,2.49E-01,834.1462261,\\
1517,2.85E-01,1294.335368,2.42E-01,834.3882261,\\
1518,2.90E-01,1294.625368,2.45E-01,834.6332261,\\
1519,2.85E-01,1294.910368,2.37E-01,834.8702261,\\
1520,2.88E-01,1295.198368,2.57E-01,835.1272261,\\
1521,2.81E-01,1295.479368,2.67E-01,835.3942261,\\
1522,2.80E-01,1295.759368,2.56E-01,835.6502261,\\
1523,2.84E-01,1296.043368,2.72E-01,835.9222261,\\
1524,2.85E-01,1296.328368,2.67E-01,836.1892261,\\
1525,2.78E-01,1296.606368,2.51E-01,836.4402261,\\
1526,2.86E-01,1296.892368,2.60E-01,836.7002261,\\
1527,2.83E-01,1297.175368,2.55E-01,836.9552261,\\
1528,2.85E-01,1297.460368,2.71E-01,837.2262261,\\
1529,2.83E-01,1297.743368,2.65E-01,837.4912261,\\
1530,2.67E-01,1298.010368,2.48E-01,837.7392261,\\
1531,2.83E-01,1298.293368,2.62E-01,838.0012261,\\
1532,2.83E-01,1298.576368,2.70E-01,838.2712261,\\
1533,2.80E-01,1298.856368,2.69E-01,838.5402261,\\
1534,2.75E-01,1299.131368,2.61E-01,838.8012261,\\
1535,2.78E-01,1299.409368,2.59E-01,839.0602261,\\
1536,2.81E-01,1299.690368,2.67E-01,839.3272261,\\
1537,2.81E-01,1299.971368,2.66E-01,839.5932261,\\
1538,2.73E-01,1300.244368,2.64E-01,839.8572261,\\
1539,2.78E-01,1300.522368,2.65E-01,840.1222261,\\
1540,2.69E-01,1300.791368,2.57E-01,840.3792261,\\
1541,2.73E-01,1301.064368,2.61E-01,840.6402261,\\
1542,2.75E-01,1301.339368,2.62E-01,840.9022261,\\
1543,2.75E-01,1301.614368,2.64E-01,841.1662261,\\
1544,2.77E-01,1301.891368,2.64E-01,841.4302261,\\
1545,2.78E-01,1302.169368,2.69E-01,841.6992261,\\
1546,2.77E-01,1302.446368,2.67E-01,841.9662261,\\
1547,2.74E-01,1302.720368,2.65E-01,842.2312261,\\
1548,2.67E-01,1302.987368,2.59E-01,842.4902261,\\
1549,2.73E-01,1303.260368,2.66E-01,842.7562261,\\
1550,2.70E-01,1303.530368,2.62E-01,843.0182261,\\
1551,2.71E-01,1303.801368,2.63E-01,843.2812261,\\
1552,2.74E-01,1304.075368,2.64E-01,843.5452261,\\
1553,2.71E-01,1304.346368,2.64E-01,843.8092261,\\
1554,2.65E-01,1304.611368,2.57E-01,844.0662261,\\
1555,2.67E-01,1304.878368,2.60E-01,844.3262261,\\
