x,AM0,AM0C,AM15,AM15C,
1556,2.63E-01,1305.141368,2.56E-01,844.5822261,\\
1557,2.70E-01,1305.411368,2.63E-01,844.8452261,\\
1558,2.68E-01,1305.679368,2.61E-01,845.1062261,\\
1559,2.68E-01,1305.947368,2.61E-01,845.3672261,\\
1560,2.65E-01,1306.212368,2.58E-01,845.6252261,\\
1561,2.70E-01,1306.482368,2.62E-01,845.8872261,\\
1562,2.68E-01,1306.750368,2.60E-01,846.1472261,\\
1563,2.67E-01,1307.017368,2.59E-01,846.4062261,\\
1564,2.63E-01,1307.280368,2.55E-01,846.6612261,\\
1565,2.67E-01,1307.547368,2.60E-01,846.9212261,\\
1566,2.63E-01,1307.810368,2.55E-01,847.1762261,\\
1567,2.64E-01,1308.074368,2.56E-01,847.4322261,\\
1568,2.60E-01,1308.334368,2.50E-01,847.6822261,\\
1569,2.63E-01,1308.597368,2.47E-01,847.9292261,\\
1570,2.61E-01,1308.858368,2.35E-01,848.1642261,\\
1571,2.67E-01,1309.125368,2.29E-01,848.3932261,\\
1572,2.67E-01,1309.392368,2.31E-01,848.6242261,\\
1573,2.63E-01,1309.655368,2.28E-01,848.8522261,\\
1574,2.62E-01,1309.917368,2.35E-01,849.0872261,\\
1575,2.47E-01,1310.164368,2.33E-01,849.3202261,\\
1576,2.60E-01,1310.424368,2.40E-01,849.5602261,\\
1577,2.37E-01,1310.661368,2.10E-01,849.7702261,\\
1578,2.57E-01,1310.918368,2.29E-01,849.9992261,\\
1579,2.62E-01,1311.180368,2.30E-01,850.2292261,\\
1580,2.64E-01,1311.444368,2.38E-01,850.4672261,\\
1581,2.65E-01,1311.709368,2.42E-01,850.7092261,\\
1582,2.54E-01,1311.963368,2.35E-01,850.9442261,\\
1583,2.58E-01,1312.221368,2.41E-01,851.1852261,\\
1584,2.54E-01,1312.475368,2.42E-01,851.4272261,\\
1585,2.62E-01,1312.737368,2.51E-01,851.6782261,\\
1586,2.58E-01,1312.995368,2.48E-01,851.9262261,\\
1587,2.55E-01,1313.250368,2.46E-01,852.1722261,\\
1588,2.50E-01,1313.500368,2.44E-01,852.4162261,\\
1589,2.32E-01,1313.732368,2.26E-01,852.6422261,\\
1590,2.42E-01,1313.974368,2.35E-01,852.8772261,\\
1591,2.41E-01,1314.215368,2.35E-01,853.1122261,\\
1592,2.53E-01,1314.468368,2.45E-01,853.3572261,\\
1593,2.58E-01,1314.726368,2.51E-01,853.6082261,\\
1594,2.56E-01,1314.982368,2.49E-01,853.8572261,\\
1595,2.58E-01,1315.240368,2.51E-01,854.1082261,\\
1596,2.45E-01,1315.485368,2.38E-01,854.3462261,\\
1597,2.49E-01,1315.734368,2.40E-01,854.5862261,\\
1598,2.56E-01,1315.990368,2.47E-01,854.8332261,\\
1599,2.50E-01,1316.240368,2.35E-01,855.0682261,\\
1600,2.53E-01,1316.493368,2.31E-01,855.2992261,\\
1601,2.45E-01,1316.738368,2.17E-01,855.5162261,\\
1602,2.49E-01,1316.987368,2.18E-01,855.7342261,\\
1603,2.49E-01,1317.236368,2.18E-01,855.9522261,\\
1604,2.50E-01,1317.486368,2.22E-01,856.1742261,\\
1605,2.47E-01,1317.733368,2.30E-01,856.4042261,\\
1606,2.47E-01,1317.980368,2.35E-01,856.6392261,\\
1607,2.45E-01,1318.225368,2.26E-01,856.8652261,\\
1608,2.50E-01,1318.475368,2.23E-01,857.0882261,\\
1609,2.49E-01,1318.724368,2.21E-01,857.3092261,\\
1610,2.33E-01,1318.957368,2.11E-01,857.5202261,\\
1611,2.41E-01,1319.198368,2.20E-01,857.7402261,\\
1612,2.41E-01,1319.439368,2.24E-01,857.9642261,\\
1613,2.46E-01,1319.685368,2.30E-01,858.1942261,\\
1614,2.44E-01,1319.929368,2.32E-01,858.4262261,\\
1615,2.44E-01,1320.173368,2.34E-01,858.6602261,\\
1616,2.32E-01,1320.405368,2.24E-01,858.8842261,\\
1617,2.36E-01,1320.641368,2.28E-01,859.1122261,\\
1618,2.44E-01,1320.885368,2.37E-01,859.3492261,\\
1619,2.42E-01,1321.127368,2.34E-01,859.5832261,\\
1620,2.34E-01,1321.361368,2.28E-01,859.8112261,\\
1621,2.34E-01,1321.595368,2.28E-01,860.0392261,\\
1622,2.37E-01,1321.832368,2.31E-01,860.2702261,\\
1623,2.42E-01,1322.074368,2.36E-01,860.5062261,\\
1624,2.42E-01,1322.316368,2.36E-01,860.7422261,\\
1625,2.37E-01,1322.553368,2.31E-01,860.9732261,\\
1626,2.40E-01,1322.793368,2.33E-01,861.2062261,\\
1627,2.40E-01,1323.033368,2.34E-01,861.4402261,\\
1628,2.41E-01,1323.274368,2.34E-01,861.6742261,\\
1629,2.41E-01,1323.515368,2.35E-01,861.9092261,\\
1630,2.37E-01,1323.752368,2.30E-01,862.1392261,\\
1631,2.39E-01,1323.991368,2.31E-01,862.3702261,\\
1632,2.39E-01,1324.230368,2.32E-01,862.6022261,\\
1633,2.36E-01,1324.466368,2.26E-01,862.8282261,\\
1634,2.33E-01,1324.699368,2.26E-01,863.0542261,\\
1635,2.37E-01,1324.936368,2.27E-01,863.2812261,\\
1636,2.37E-01,1325.173368,2.29E-01,863.5102261,\\
1637,2.27E-01,1325.400368,2.21E-01,863.7312261,\\
1638,2.27E-01,1325.627368,2.14E-01,863.9452261,\\
1639,2.22E-01,1325.849368,2.14E-01,864.1592261,\\
1640,2.26E-01,1326.075368,2.09E-01,864.3682261,\\
1641,2.24E-01,1326.299368,2.13E-01,864.5812261,\\
1642,2.24E-01,1326.523368,2.15E-01,864.7962261,\\
1643,2.29E-01,1326.752368,2.09E-01,865.0052261,\\
1644,2.26E-01,1326.978368,2.17E-01,865.2222261,\\
1645,2.25E-01,1327.203368,2.12E-01,865.4342261,\\
1646,2.29E-01,1327.432368,2.11E-01,865.6452261,\\
1647,2.29E-01,1327.661368,2.21E-01,865.8662261,\\
1648,2.29E-01,1327.890368,2.11E-01,866.0772261,\\
1649,2.24E-01,1328.114368,2.13E-01,866.2902261,\\
1650,2.28E-01,1328.342368,2.19E-01,866.5092261,\\
1651,2.24E-01,1328.566368,2.03E-01,866.7122261,\\
1652,2.28E-01,1328.794368,2.18E-01,866.9302261,\\
1653,2.25E-01,1329.019368,2.17E-01,867.1472261,\\
1654,2.27E-01,1329.246368,2.10E-01,867.3572261,\\
1655,2.24E-01,1329.470368,2.16E-01,867.5732261,\\
1656,2.26E-01,1329.696368,2.15E-01,867.7882261,\\
1657,2.26E-01,1329.922368,2.16E-01,868.0042261,\\
1658,2.25E-01,1330.147368,2.19E-01,868.2232261,\\
1659,2.22E-01,1330.369368,2.15E-01,868.4382261,\\
1660,2.24E-01,1330.593368,2.17E-01,868.6552261,\\
1661,2.25E-01,1330.818368,2.18E-01,868.8732261,\\
1662,2.24E-01,1331.042368,2.13E-01,869.0862261,\\
1663,2.23E-01,1331.265368,2.16E-01,869.3022261,\\
1664,2.23E-01,1331.488368,2.15E-01,869.5172261,\\
1665,2.21E-01,1331.709368,2.06E-01,869.7232261,\\
1666,2.19E-01,1331.928368,1.74E-01,869.8972261,\\
1667,2.20E-01,1332.148368,2.05E-01,870.1022261,\\
1668,2.16E-01,1332.364368,2.09E-01,870.3112261,\\
1669,2.18E-01,1332.582368,2.09E-01,870.5202261,\\
1670,2.22E-01,1332.804368,2.16E-01,870.7362261,\\
1671,2.21E-01,1333.025368,2.13E-01,870.9492261,\\
1672,2.12E-01,1333.237368,2.06E-01,871.1552261,\\
1673,2.16E-01,1333.453368,2.11E-01,871.3662261,\\
1674,2.19E-01,1333.672368,2.10E-01,871.5762261,\\
1675,2.16E-01,1333.888368,2.08E-01,871.7842261,\\
1676,2.13E-01,1334.101368,2.06E-01,871.9902261,\\
1677,2.15E-01,1334.316368,2.07E-01,872.1972261,\\
1678,2.16E-01,1334.532368,2.04E-01,872.4012261,\\
1679,2.13E-01,1334.745368,2.07E-01,872.6082261,\\
1680,2.06E-01,1334.951368,2.00E-01,872.8082261,\\
1681,1.98E-01,1335.149368,1.89E-01,872.9972261,\\
1682,2.03E-01,1335.352368,1.98E-01,873.1952261,\\
1683,2.09E-01,1335.561368,2.04E-01,873.3992261,\\
1684,2.12E-01,1335.773368,1.93E-01,873.5922261,\\
1685,2.13E-01,1335.986368,2.08E-01,873.8002261,\\
1686,2.10E-01,1336.196368,2.05E-01,874.0052261,\\
1687,2.11E-01,1336.407368,2.00E-01,874.2052261,\\
1688,2.11E-01,1336.618368,2.05E-01,874.4102261,\\
1689,2.08E-01,1336.826368,2.02E-01,874.6122261,\\
1690,2.08E-01,1337.034368,2.00E-01,874.8122261,\\
1691,2.12E-01,1337.246368,1.88E-01,875.0002261,\\
1692,2.12E-01,1337.458368,2.02E-01,875.2022261,\\
1693,2.11E-01,1337.669368,2.06E-01,875.4082261,\\
1694,2.11E-01,1337.880368,2.00E-01,875.6082261,\\
1695,2.11E-01,1338.091368,2.04E-01,875.8122261,\\
1696,2.10E-01,1338.301368,2.04E-01,876.0162261,\\
1697,2.09E-01,1338.510368,1.76E-01,876.1922261,\\
1698,2.09E-01,1338.719368,2.02E-01,876.3942261,\\
1699,2.08E-01,1338.927368,2.00E-01,876.5942261,\\
1700,2.05E-01,1339.132368,1.95E-01,876.7892261,\\
1702,2.05E-01,1339.337368,1.99E-01,876.9882261,\\
1705,2.04E-01,1339.541368,1.93E-01,877.1812261,\\
1710,1.99E-01,1339.740368,1.83E-01,877.3642261,\\
1715,2.02E-01,1339.942368,1.85E-01,877.5492261,\\
1720,1.98E-01,1340.140368,1.82E-01,877.7312261,\\
1725,1.97E-01,1340.337368,1.74E-01,877.9052261,\\
1730,1.93E-01,1340.530368,1.70E-01,878.0752261,\\
1735,1.82E-01,1340.712368,1.58E-01,878.2332261,\\
1740,1.90E-01,1340.902368,1.64E-01,878.3972261,\\
1745,1.86E-01,1341.088368,1.51E-01,878.5482261,\\
1750,1.85E-01,1341.273368,1.62E-01,878.7102261,\\
1755,1.85E-01,1341.458368,1.49E-01,878.8592261,\\
1760,1.82E-01,1341.640368,1.56E-01,879.0152261,\\
1765,1.81E-01,1341.821368,1.30E-01,879.1452261,\\
1770,1.80E-01,1342.001368,1.38E-01,879.2832261,\\
1775,1.76E-01,1342.177368,1.12E-01,879.3952261,\\
1780,1.76E-01,1342.353368,9.81E-02,879.4933261,\\
1785,1.74E-01,1342.527368,7.52E-02,879.5685261,\\
1790,1.74E-01,1342.701368,8.68E-02,879.6553261,\\
1795,1.71E-01,1342.872368,4.59E-02,879.7012261,\\
1800,1.68E-01,1343.040368,3.11E-02,879.7323261,\\
1805,1.69E-01,1343.209368,1.45E-02,879.7468261,\\
1810,1.69E-01,1343.378368,9.48E-03,879.7563061,\\
1815,1.55E-01,1343.533368,3.21E-03,879.7595161,\\
1820,1.60E-01,1343.693368,9.66E-04,879.7604821,\\
1825,1.63E-01,1343.856368,1.25E-03,879.7617321,\\
1830,1.59E-01,1344.015368,5.09E-06,879.7617372,\\
1835,1.58E-01,1344.173368,6.28E-06,879.7617435,\\
1840,1.56E-01,1344.329368,6.13E-08,879.7617436,\\
1845,1.53E-01,1344.482368,6.13E-06,879.7617497,\\
1850,1.53E-01,1344.635368,2.93E-06,879.7617526,\\
1855,1.51E-01,1344.786368,2.78E-07,879.7617529,\\
1860,1.49E-01,1344.935368,1.09E-05,879.7617638,\\
1865,1.47E-01,1345.082368,1.66E-05,879.7617804,\\
1870,1.46E-01,1345.228368,2.61E-10,879.7617804,\\
1875,1.32E-01,1345.360368,4.43E-10,879.7617804,\\
1880,1.47E-01,1345.507368,7.61E-05,879.7618565,\\
1885,1.46E-01,1345.653368,4.31E-05,879.7618996,\\
1890,1.40E-01,1345.793368,2.20E-04,879.7621196,\\
1895,1.38E-01,1345.931368,1.27E-04,879.7622466,\\
1900,1.40E-01,1346.071368,8.49E-07,879.7622475,\\
1905,1.39E-01,1346.210368,5.58E-07,879.762248,\\
1910,1.37E-01,1346.347368,2.27E-05,879.7622707,\\
1915,1.36E-01,1346.483368,1.97E-05,879.7622904,\\
1920,1.35E-01,1346.618368,4.45E-04,879.7627354,\\
1925,1.34E-01,1346.752368,9.23E-04,879.7636584,\\
1930,1.31E-01,1346.883368,5.45E-04,879.7642034,\\
1935,1.32E-01,1347.015368,3.54E-03,879.7677434,\\
1940,1.30E-01,1347.145368,3.24E-03,879.7709834,\\
1945,1.20E-01,1347.265368,1.07E-02,879.7816834,\\
1950,1.26E-01,1347.391368,1.65E-02,879.7981834,\\
1955,1.28E-01,1347.519368,9.89E-03,879.8080734,\\
1960,1.26E-01,1347.645368,2.16E-02,879.8296734,\\
1965,1.23E-01,1347.768368,2.81E-02,879.8577734,\\
1970,1.24E-01,1347.892368,4.81E-02,879.9058734,\\
1975,1.22E-01,1348.014368,6.67E-02,879.9725734,\\
1980,1.20E-01,1348.134368,7.42E-02,880.0467734,\\
1985,1.19E-01,1348.253368,8.16E-02,880.1283734,\\
1990,1.20E-01,1348.373368,8.41E-02,880.2124734,\\
1995,1.17E-01,1348.490368,7.98E-02,880.2922734,\\
2000,1.17E-01,1348.607368,3.75E-02,880.3297734,\\
2005,1.15E-01,1348.722368,1.47E-02,880.3444734,\\
2010,1.15E-01,1348.837368,3.91E-02,880.3835734,\\
2015,1.14E-01,1348.951368,2.62E-02,880.4097734,\\
2020,1.12E-01,1349.063368,4.42E-02,880.4539734,\\
2025,1.12E-01,1349.175368,7.28E-02,880.5267734,\\
2030,1.10E-01,1349.285368,8.35E-02,880.6102734,\\
2035,1.09E-01,1349.394368,9.48E-02,880.7050734,\\
2040,1.07E-01,1349.501368,8.83E-02,880.7933734,\\
2045,1.08E-01,1349.609368,8.96E-02,880.8829734,\\
2050,1.06E-01,1349.715368,6.69E-02,880.9498734,\\
2055,1.05E-01,1349.820368,5.41E-02,881.0039734,\\
2060,1.03E-01,1349.923368,6.82E-02,881.0721734,\\
2065,1.02E-01,1350.025368,6.10E-02,881.1331734,\\
2070,1.01E-01,1350.126368,6.47E-02,881.1978734,\\
2075,1.01E-01,1350.227368,7.63E-02,881.2741734,\\
2080,9.93E-02,1350.326668,8.55E-02,881.3596734,\\
2085,9.83E-02,1350.424968,8.38E-02,881.4434734,\\
2090,9.75E-02,1350.522468,8.78E-02,881.5312734,\\
2095,9.60E-02,1350.618468,8.84E-02,881.6196734,\\
2100,9.62E-02,1350.714668,8.49E-02,881.7045734,\\
2105,9.58E-02,1350.810468,9.18E-02,881.7963734,\\
2110,9.46E-02,1350.905068,8.83E-02,881.8846734,\\
2115,9.39E-02,1350.998968,9.03E-02,881.9749734,\\
2120,9.31E-02,1351.092068,8.63E-02,882.0612734,\\
2125,9.22E-02,1351.184268,8.73E-02,882.1485734,\\
2130,9.24E-02,1351.276668,8.84E-02,882.2369734,\\
2135,9.11E-02,1351.367768,8.87E-02,882.3256734,\\
2140,9.11E-02,1351.458868,8.94E-02,882.4150734,\\
2145,8.99E-02,1351.548768,8.81E-02,882.5031734,\\
2150,8.97E-02,1351.638468,8.34E-02,882.5865734,\\
2155,8.89E-02,1351.727368,8.36E-02,882.6701734,\\
2160,8.79E-02,1351.815268,8.29E-02,882.7530734,\\
2165,8.20E-02,1351.897268,7.52E-02,882.8282734,\\
2170,8.54E-02,1351.982668,8.08E-02,882.9090734,\\
2175,8.58E-02,1352.068468,7.93E-02,882.9883734,\\
2180,8.46E-02,1352.153068,8.06E-02,883.0689734,\\
2185,8.47E-02,1352.237768,7.35E-02,883.1424734,\\
2190,8.31E-02,1352.320868,7.79E-02,883.2203734,\\
2195,8.35E-02,1352.404368,7.78E-02,883.2981734,\\
2200,8.28E-02,1352.487168,7.02E-02,883.3683734,\\
2205,8.09E-02,1352.568068,7.29E-02,883.4412734,\\
2210,8.08E-02,1352.648868,7.82E-02,883.5194734,\\
2215,8.04E-02,1352.729268,7.52E-02,883.5946734,\\
2220,8.00E-02,1352.809268,7.66E-02,883.6712734,\\
2225,7.88E-02,1352.888068,7.44E-02,883.7456734,\\
2230,7.84E-02,1352.966468,7.47E-02,883.8203734,\\
2235,7.79E-02,1353.044368,7.33E-02,883.8936734,\\
2240,7.65E-02,1353.120868,7.21E-02,883.9657734,\\
2245,7.63E-02,1353.197168,6.99E-02,884.0356734,\\
2250,7.54E-02,1353.272568,7.10E-02,884.1066734,\\
2255,7.43E-02,1353.346868,6.69E-02,884.1735734,\\
2260,7.41E-02,1353.420968,6.61E-02,884.2396734,\\
2265,7.33E-02,1353.494268,6.74E-02,884.3070734,\\
2270,7.31E-02,1353.567368,6.41E-02,884.3711734,\\
2275,7.26E-02,1353.639968,6.33E-02,884.4344734,\\
2280,7.14E-02,1353.711368,6.56E-02,884.5000734,\\
2285,7.14E-02,1353.782768,6.24E-02,884.5624734,\\
2290,7.12E-02,1353.853968,6.25E-02,884.6249734,\\
2295,6.93E-02,1353.923268,6.06E-02,884.6855734,\\
2300,6.96E-02,1353.992868,5.82E-02,884.7437734,\\
2305,6.94E-02,1354.062268,5.85E-02,884.8022734,\\
2310,6.89E-02,1354.131168,6.32E-02,884.8654734,\\
2315,6.82E-02,1354.199368,5.75E-02,884.9229734,\\
2320,6.76E-02,1354.266968,5.15E-02,884.9744734,\\
2325,6.56E-02,1354.332568,5.56E-02,885.0300734,\\
2330,6.62E-02,1354.398768,5.62E-02,885.0862734,\\
2335,6.57E-02,1354.464468,5.74E-02,885.1436734,\\
2340,6.52E-02,1354.529668,4.54E-02,885.1890734,\\
2345,6.51E-02,1354.594768,5.09E-02,885.2399734,\\
2350,6.43E-02,1354.659068,4.11E-02,885.2810734,\\
2355,6.26E-02,1354.721668,4.70E-02,885.3280734,\\
2360,6.31E-02,1354.784768,4.97E-02,885.3777734,\\
2365,6.30E-02,1354.847768,4.89E-02,885.4266734,\\
2370,6.24E-02,1354.910168,3.05E-02,885.4571734,\\
2375,6.14E-02,1354.971568,4.37E-02,885.5008734,\\
2380,6.18E-02,1355.033368,4.21E-02,885.5429734,\\
2385,5.91E-02,1355.092468,3.05E-02,885.5734734,\\
2390,6.04E-02,1355.152868,3.67E-02,885.6101734,\\
2395,6.01E-02,1355.212968,4.02E-02,885.6503734,\\
2400,5.97E-02,1355.272668,4.37E-02,885.6940734,\\
2405,5.94E-02,1355.332068,3.33E-02,885.7273734,\\
2410,5.92E-02,1355.391268,3.35E-02,885.7608734,\\
2415,5.70E-02,1355.448268,2.71E-02,885.7879734,\\
2420,5.78E-02,1355.506068,2.64E-02,885.8143734,\\
2425,5.73E-02,1355.563368,3.28E-02,885.8471734,\\
2430,5.72E-02,1355.620568,4.47E-02,885.8918734,\\
2435,5.65E-02,1355.677068,1.48E-02,885.9066734,\\
2440,5.63E-02,1355.733368,4.29E-02,885.9495734,\\
2445,5.56E-02,1355.788968,2.07E-02,885.9702734,\\
2450,5.46E-02,1355.843568,1.35E-02,885.9837734,\\
2455,5.42E-02,1355.897768,2.47E-02,886.0084734,\\
2460,5.45E-02,1355.952268,3.32E-02,886.0416734,\\
2465,5.43E-02,1356.006568,2.40E-02,886.0656734,\\
2470,5.34E-02,1356.059968,1.66E-02,886.0822734,\\
2475,5.34E-02,1356.113368,1.64E-02,886.0986734,\\
2480,5.21E-02,1356.165468,8.00E-03,886.1066734,\\
2485,5.18E-02,1356.217268,5.58E-03,886.1122534,\\
2490,5.22E-02,1356.269468,3.50E-03,886.1157534,\\
2495,4.89E-02,1356.318368,2.86E-03,886.1186134,\\
2500,5.14E-02,1356.369768,7.03E-03,886.1256434,\\
2505,5.08E-02,1356.420568,1.51E-03,886.1271534,\\
2510,4.96E-02,1356.470168,2.21E-03,886.1293634,\\
2515,4.88E-02,1356.518968,5.16E-04,886.1298794,\\
2520,4.81E-02,1356.567068,3.69E-04,886.1302484,\\
2525,4.77E-02,1356.614768,4.12E-05,886.1302896,\\
2530,4.77E-02,1356.662468,6.33E-07,886.1302903,\\
2535,4.71E-02,1356.709568,1.74E-07,886.1302904,\\
2540,4.68E-02,1356.756368,3.75E-07,886.1302908,\\
2545,4.66E-02,1356.802968,5.35E-11,886.1302908,\\
2550,4.63E-02,1356.849268,2.81E-13,886.1302908,\\
2555,4.59E-02,1356.895168,1.04E-09,886.1302908,\\
2560,4.54E-02,1356.940568,3.08E-11,886.1302908,\\
2565,4.52E-02,1356.985768,1.58E-14,886.1302908,\\
2570,4.49E-02,1357.030668,1.52E-18,886.1302908,\\
2575,4.45E-02,1357.075168,1.07E-27,886.1302908,\\
2580,4.41E-02,1357.119268,3.79E-22,886.1302908,\\
2585,4.33E-02,1357.162568,1.71E-34,886.1302908,\\
2590,4.34E-02,1357.205968,5.44E-31,886.1302908,\\
2595,4.30E-02,1357.248968,2.27E-33,886.1302908,\\
2600,4.29E-02,1357.291868,4.46E-28,886.1302908,\\
2605,4.28E-02,1357.334668,5.76E-35,886.1302908,\\
2610,4.25E-02,1357.377168,5.90E-34,886.1302908,\\
2615,4.23E-02,1357.419468,1.11E-37,886.1302908,\\
2620,4.19E-02,1357.461368,5.61E-29,886.1302908,\\
2625,4.06E-02,1357.501968,3.84E-28,886.1302908,\\
2630,4.12E-02,1357.543168,2.80E-45,886.1302908,\\
2635,4.10E-02,1357.584168,3.87E-16,886.1302908,\\
2640,4.02E-02,1357.624368,1.17E-16,886.1302908,\\
2645,4.02E-02,1357.664568,8.93E-19,886.1302908,\\
2650,4.00E-02,1357.704568,1.42E-19,886.1302908,\\
2655,3.96E-02,1357.744168,1.30E-27,886.1302908,\\
2660,3.95E-02,1357.783668,2.59E-25,886.1302908,\\
2665,3.90E-02,1357.822668,1.10E-37,886.1302908,\\
2670,3.91E-02,1357.861768,0.00E+00,886.1302908,\\
2675,3.86E-02,1357.900368,0.00E+00,886.1302908,\\
2680,3.84E-02,1357.938768,0.00E+00,886.1302908,\\
2685,3.82E-02,1357.976968,0.00E+00,886.1302908,\\
2690,3.78E-02,1358.014768,1.02E-29,886.1302908,\\
2695,3.75E-02,1358.052268,7.10E-33,886.1302908,\\
2700,3.71E-02,1358.089368,0.00E+00,886.1302908,\\
2705,3.69E-02,1358.126268,2.93E-42,886.1302908,\\
2710,3.67E-02,1358.162968,1.12E-35,886.1302908,\\
2715,3.66E-02,1358.199568,3.85E-26,886.1302908,\\
2720,3.64E-02,1358.235968,5.61E-45,886.1302908,\\
2725,3.61E-02,1358.272068,7.31E-22,886.1302908,\\
2730,3.60E-02,1358.308068,6.09E-19,886.1302908,\\
2735,3.57E-02,1358.343768,5.51E-21,886.1302908,\\
2740,3.55E-02,1358.379268,2.34E-27,886.1302908,\\
2745,3.54E-02,1358.414668,1.32E-23,886.1302908,\\
2750,3.52E-02,1358.449868,1.68E-28,886.1302908,\\
2755,3.49E-02,1358.484768,6.73E-44,886.1302908,\\
2760,3.46E-02,1358.519368,0.00E+00,886.1302908,\\
2765,3.44E-02,1358.553768,2.70E-27,886.1302908,\\
2770,3.43E-02,1358.588068,8.45E-24,886.1302908,\\
2775,3.39E-02,1358.621968,4.04E-38,886.1302908,\\
2780,3.36E-02,1358.655568,4.85E-34,886.1302908,\\
2785,3.34E-02,1358.688968,3.93E-27,886.1302908,\\
2790,3.32E-02,1358.722168,1.23E-16,886.1302908,\\
2795,3.29E-02,1358.755068,3.66E-16,886.1302908,\\
2800,3.28E-02,1358.787868,1.67E-12,886.1302908,\\
2805,3.25E-02,1358.820368,6.82E-14,886.1302908,\\
2810,3.24E-02,1358.852768,4.07E-10,886.1302908,\\
2815,3.23E-02,1358.885068,2.90E-10,886.1302908,\\
2820,3.21E-02,1358.917168,2.08E-11,886.1302908,\\
2825,3.18E-02,1358.948968,1.78E-07,886.130291,\\
2830,3.17E-02,1358.980668,3.95E-06,886.1302949,\\
2835,3.15E-02,1359.012168,2.15E-10,886.1302949,\\
2840,3.12E-02,1359.043368,1.98E-07,886.1302951,\\
2845,3.10E-02,1359.074368,4.11E-05,886.1303362,\\
2850,3.07E-02,1359.105068,1.17E-06,886.1303374,\\
2855,3.04E-02,1359.135468,4.54E-07,886.1303379,\\
2860,3.02E-02,1359.165668,2.57E-05,886.1303636,\\
2865,3.00E-02,1359.195668,1.70E-04,886.1305336,\\
2870,2.96E-02,1359.225268,6.39E-06,886.1305399,\\
2875,2.94E-02,1359.254668,3.97E-04,886.1309369,\\
2880,2.94E-02,1359.284068,2.50E-04,886.1311869,\\
2885,2.92E-02,1359.313268,4.59E-04,886.1316459,\\
2890,2.91E-02,1359.342368,1.89E-04,886.1318349,\\
2895,2.90E-02,1359.371368,2.70E-03,886.1345349,\\
2900,2.88E-02,1359.400168,8.22E-04,886.1353569,\\
2905,2.87E-02,1359.428868,1.12E-04,886.1354689,\\
2910,2.85E-02,1359.457368,2.76E-03,886.1382289,\\
2915,2.82E-02,1359.485568,1.27E-03,886.1394989,\\
2920,2.80E-02,1359.513568,2.93E-03,886.1424289,\\
2925,2.78E-02,1359.541368,1.10E-03,886.1435289,\\
2930,2.76E-02,1359.568968,5.96E-03,886.1494889,\\
2935,2.73E-02,1359.596268,6.57E-03,886.1560589,\\
2940,2.71E-02,1359.623368,1.65E-03,886.1577089,\\
2945,2.68E-02,1359.650168,1.47E-03,886.1591789,\\
2950,2.67E-02,1359.676868,5.29E-03,886.1644689,\\
2955,2.66E-02,1359.703468,2.37E-03,886.1668389,\\
2960,2.64E-02,1359.729868,4.65E-03,886.1714889,\\
2965,2.63E-02,1359.756168,7.53E-03,886.1790189,\\
2970,2.61E-02,1359.782268,3.57E-04,886.1793759,\\
2975,2.60E-02,1359.808268,8.65E-04,886.1802409,\\
2980,2.58E-02,1359.834068,1.35E-03,886.1815909,\\
2985,2.57E-02,1359.859768,7.05E-03,886.1886409,\\
2990,2.55E-02,1359.885268,1.04E-02,886.1990409,\\
2995,2.54E-02,1359.910668,4.33E-03,886.2033709,\\
3000,2.53E-02,1359.935968,7.94E-03,886.2113109,\\
3005,2.51E-02,1359.961068,2.93E-03,886.2142409,\\
3010,2.50E-02,1359.986068,6.93E-03,886.2211709,\\
3015,2.49E-02,1360.010968,5.62E-03,886.2267909,\\
3020,2.47E-02,1360.035668,6.41E-04,886.2274319,\\
3025,2.45E-02,1360.060168,7.59E-03,886.2350219,\\
3030,2.44E-02,1360.084568,6.15E-03,886.2411719,\\
3035,2.42E-02,1360.108768,2.53E-03,886.2437019,\\
3040,2.39E-02,1360.132668,2.05E-03,886.2457519,\\
3045,2.40E-02,1360.156668,4.26E-03,886.2500119,\\
3050,2.40E-02,1360.180668,1.04E-03,886.2510519,\\
3055,2.39E-02,1360.204568,2.93E-04,886.2513449,\\
3060,2.38E-02,1360.228368,6.38E-03,886.2577249,\\
3065,2.35E-02,1360.251868,2.95E-03,886.2606749,\\
3070,2.34E-02,1360.275268,1.77E-03,886.2624449,\\
3075,2.34E-02,1360.298668,6.09E-03,886.2685349,\\
3080,2.32E-02,1360.321868,3.66E-03,886.2721949,\\
3085,2.30E-02,1360.344868,1.79E-03,886.2739849,\\
3090,2.28E-02,1360.367668,2.41E-03,886.2763949,\\
3095,2.26E-02,1360.390268,6.63E-04,886.2770579,\\
3100,2.24E-02,1360.412668,4.45E-03,886.2815079,\\
3105,2.23E-02,1360.434968,9.32E-04,886.2824399,\\
3110,2.21E-02,1360.457068,8.55E-04,886.2832949,\\
3115,2.18E-02,1360.478868,2.29E-03,886.2855849,\\
3120,2.17E-02,1360.500568,9.93E-03,886.2955149,\\
3125,2.16E-02,1360.522168,3.06E-03,886.2985749,\\
3130,2.15E-02,1360.543668,5.82E-03,886.3043949,\\
3135,2.14E-02,1360.565068,1.16E-02,886.3159949,\\
3140,2.12E-02,1360.586268,3.36E-03,886.3193549,\\
3145,2.11E-02,1360.607368,3.29E-03,886.3226449,\\
3150,2.09E-02,1360.628268,6.75E-03,886.3293949,\\
