P,T,hf,hfg9010,hfg8020,hfg7030,hfg6040,hfg5050,hfg4060,hfg3070,hfg2080,hfg1090,hg,sf,sfg9010,sfg8020,sfg7030,sfg6040,sfg5050,sfg4060,sfg3070,sfg2080,sfg1090,sg
2700,81.179,176.5,186.9,197.3,207.7,218.1,228.5,238.9,249.3,259.7,270.1,280.5,0.59418,0.62353,0.65288,0.68223,0.71158,0.74093,0.77028,0.79963,0.82898,0.85833,0.88768
2750,82.046,178.18,188.397,198.614,208.831,219.048,229.265,239.482,249.699,259.916,270.133,280.35,0.59878,0.62755,0.65632,0.68509,0.71386,0.74263,0.7714,0.80017,0.82894,0.85771,0.88648
2800,82.901,179.86,189.892,199.924,209.956,219.988,230.02,240.052,250.084,260.116,270.148,280.18,0.60338,0.63155,0.65972,0.68789,0.71606,0.74423,0.7724,0.80057,0.82874,0.85691,0.88508
2850,83.744,181.54,191.383,201.226,211.069,220.912,230.755,240.598,250.441,260.284,270.127,279.97,0.60788,0.63546,0.66304,0.69062,0.7182,0.74578,0.77336,0.80094,0.82852,0.8561,0.88368
2900,84.575,183.21,192.863,202.516,212.169,221.822,231.475,241.128,250.781,260.434,270.087,279.74,0.61248,0.63946,0.66644,0.69342,0.7204,0.74738,0.77436,0.80134,0.82832,0.8553,0.88228
2950,85.395,184.88,194.34,203.8,213.26,222.72,232.18,241.64,251.1,260.56,270.02,279.48,0.61698,0.64336,0.66974,0.69612,0.7225,0.74888,0.77526,0.80164,0.82802,0.8544,0.88078
3000,86.203,186.55,195.814,205.078,214.342,223.606,232.87,242.134,251.398,260.662,269.926,279.19,0.62148,0.64725,0.67302,0.69879,0.72456,0.75033,0.7761,0.80187,0.82764,0.85341,0.87918
3050,87.001,188.23,197.294,206.358,215.422,224.486,233.55,242.614,251.678,260.742,269.806,278.87,0.62598,0.65114,0.6763,0.70146,0.72662,0.75178,0.77694,0.8021,0.82726,0.85242,0.87758
3100,87.788,189.91,198.77,207.63,216.49,225.35,234.21,243.07,251.93,260.79,269.65,278.51,0.63038,0.65493,0.67948,0.70403,0.72858,0.75313,0.77768,0.80223,0.82678,0.85133,0.87588
3150,88.564,191.59,200.242,208.894,217.546,226.198,234.85,243.502,252.154,260.806,269.458,278.11,0.63488,0.65881,0.68274,0.70667,0.7306,0.75453,0.77846,0.80239,0.82632,0.85025,0.87418
3200,89.331,193.28,201.72,210.16,218.6,227.04,235.48,243.92,252.36,260.8,269.24,277.68,0.63938,0.66267,0.68596,0.70925,0.73254,0.75583,0.77912,0.80241,0.8257,0.84899,0.87228
3250,90.088,194.98,203.203,211.426,219.649,227.872,236.095,244.318,252.541,260.764,268.987,277.21,0.64398,0.66661,0.68924,0.71187,0.7345,0.75713,0.77976,0.80239,0.82502,0.84765,0.87028
3300,90.834,196.69,204.69,212.69,220.69,228.69,236.69,244.69,252.69,260.69,268.69,276.69,0.64848,0.67046,0.69244,0.71442,0.7364,0.75838,0.78036,0.80234,0.82432,0.8463,0.86828
3350,91.572,198.41,206.181,213.952,221.723,229.494,237.265,245.036,252.807,260.578,268.349,276.12,0.65308,0.67438,0.69568,0.71698,0.73828,0.75958,0.78088,0.80218,0.82348,0.84478,0.86608
3400,92.3,200.16,207.694,215.228,222.762,230.296,237.83,245.364,252.898,260.432,267.966,275.5,0.65768,0.6783,0.69892,0.71954,0.74016,0.76078,0.7814,0.80202,0.82264,0.84326,0.86388
3450,93.018,201.93,209.219,216.508,223.797,231.086,238.375,245.664,252.953,260.242,267.531,274.82,0.66238,0.68228,0.70218,0.72208,0.74198,0.76188,0.78178,0.80168,0.82158,0.84148,0.86138
3500,93.728,203.72,210.756,217.792,224.828,231.864,238.9,245.936,252.972,260.008,267.044,274.08,0.66708,0.68626,0.70544,0.72462,0.7438,0.76298,0.78216,0.80134,0.82052,0.8397,0.85888
3550,94.429,205.56,212.33,219.1,225.87,232.64,239.41,246.18,252.95,259.72,266.49,273.26,0.67188,0.6903,0.70872,0.72714,0.74556,0.76398,0.7824,0.80082,0.81924,0.83766,0.85608
3600,95.121,207.43,213.922,220.414,226.906,233.398,239.89,246.382,252.874,259.366,265.858,272.35,0.67678,0.69441,0.71204,0.72967,0.7473,0.76493,0.78256,0.80019,0.81782,0.83545,0.85308
3650,95.804,209.35,215.55,221.75,227.95,234.15,240.35,246.55,252.75,258.95,265.15,271.35,0.68188,0.69868,0.71548,0.73228,0.74908,0.76588,0.78268,0.79948,0.81628,0.83308,0.84988
3700,96.479,211.35,217.237,223.124,229.011,234.898,240.785,246.672,252.559,258.446,264.333,270.22,0.68708,0.703,0.71892,0.73484,0.75076,0.76668,0.7826,0.79852,0.81444,0.83036,0.84628
3750,97.144,213.43,218.981,224.532,230.083,235.634,241.185,246.736,252.287,257.838,263.389,268.94,0.69248,0.70747,0.72246,0.73745,0.75244,0.76743,0.78242,0.79741,0.8124,0.82739,0.84238
3800,97.802,215.62,220.806,225.992,231.178,236.364,241.55,246.736,251.922,257.108,262.294,267.48,0.69828,0.71225,0.72622,0.74019,0.75416,0.76813,0.7821,0.79607,0.81004,0.82401,0.83798
3850,98.45,217.98,222.758,227.536,232.314,237.092,241.87,246.648,251.426,256.204,260.982,265.76,0.70438,0.71724,0.7301,0.74296,0.75582,0.76868,0.78154,0.7944,0.80726,0.82012,0.83298
3900,99.09,220.58,224.89,229.2,233.51,237.82,242.13,246.44,250.75,255.06,259.37,263.68,0.71118,0.72276,0.73434,0.74592,0.7575,0.76908,0.78066,0.79224,0.80382,0.8154,0.82698
3950,99.721,223.58,227.325,231.07,234.815,238.56,242.305,246.05,249.795,253.54,257.285,261.03,0.71908,0.72912,0.73916,0.7492,0.75924,0.76928,0.77932,0.78936,0.7994,0.80944,0.81948
4000,100.34,227.42,230.401,233.382,236.363,239.344,242.325,245.306,248.287,251.268,254.249,257.23,0.72908,0.73707,0.74506,0.75305,0.76104,0.76903,0.77702,0.78501,0.793,0.80099,0.80898
4050,100.95,234.72,236.149,237.578,239.007,240.436,241.865,243.294,244.723,246.152,247.581,249.01,0.74848,0.75229,0.7561,0.75991,0.76372,0.76753,0.77134,0.77515,0.77896,0.78277,0.78658
4065,,241.865,,,,,,,,,,241.865,0.76753,,,,,,,,,,0.76753
4080,,245,,,,,,,,,,245,,,,,,,,,,,
